workload,cycles,cache-misses,instructions,cycle_activity.stalls_total,branch-misses,context-switches,iTLB-load-misses,IpCall,IpLoad,IpMispredict,BpTkBranch,MLP
525.x264_r,1532206352702,2164937650,4645574708497,150907985590,4122927671,5959,1681782,520.6,3.83,1126.77,2.1,2.97
525.x264_r,1541387975271,2173647292,4673095871377,151804868156,4154875928,5966,1696547,520.76,3.83,1124.82,2.1,2.97
525.x264_r,1550564446735,2183664062,4700569319125,152744848154,4185763378,5972,1710753,520.9,3.83,1123.12,2.1,2.96
525.x264_r,1559740612010,2193239367,4727593991128,153731717312,4218586392,5978,1724941,521,3.83,1120.78,2.1,2.96
525.x264_r,1568917695580,2202801759,4754944007873,154669785697,4249884123,5983,1739581,521.13,3.83,1118.48,2.11,2.96
525.x264_r,1578096506543,2211622043,4782131293260,155625199252,4285293437,5989,1751599,521.13,3.83,1116.53,2.11,2.96
525.x264_r,1587266893180,2222811199,4809463527676,156588660995,4313803453,5999,1766056,521.17,3.83,1114.66,2.11,2.96
525.x264_r,1596441948635,2233134289,4836840823907,157506534232,4344267295,6010,1779139,521.14,3.83,1114.27,2.11,2.96
525.x264_r,1605620638761,2244768904,4865040230358,158308363335,4365703525,6021,1788710,521.27,3.83,1114.66,2.11,2.96
525.x264_r,1614795398231,2252686085,4892389381814,159278191381,4400640457,6029,1798308,521.21,3.83,1112.78,2.11,2.96
525.x264_r,1623973856629,2264957520,4920269668870,160114347040,4422845284,6039,1811131,521.35,3.83,1112.13,2.11,2.96
525.x264_r,1633147547320,2274479811,4947574021731,161059858825,4456277309,6048,1825032,521.46,3.83,1109.63,2.11,2.96
525.x264_r,1642325358303,2283871819,4974730306924,162041629600,4490252014,6057,1837892,521.6,3.83,1107.17,2.11,2.95
525.x264_r,1651497195605,2293017107,5001882296636,163017154700,4524172979,6062,1854786,521.68,3.82,1105.07,2.11,2.95
525.x264_r,1660676424699,2302101615,5029218292251,163959915993,4556764797,6070,1867352,521.78,3.82,1103.21,2.11,2.95
525.x264_r,1669854183188,2310808977,5056524126204,164902907731,4591210804,6075,1880328,521.81,3.82,1100.04,2.11,2.95
525.x264_r,1679028048635,2321670861,5084163883972,165753591275,4617489527,6082,1895891,521.75,3.82,1102.12,2.11,2.95
525.x264_r,1688203292359,2332135763,5112092393209,166530719345,4640388734,6093,1909090,521.38,3.82,1103.16,2.11,2.95
525.x264_r,1697356807408,2353093155,5141015023504,167569271063,4653763400,6104,1926715,521.01,3.82,1105.84,2.11,2.95
525.x264_r,1706504737089,2374488586,5169559035170,168677109202,4671439546,6109,1935809,520.8,3.83,1107.84,2.1,2.96
525.x264_r,1715664482067,2395138962,5198919955612,169647976597,4686726295,6115,1943258,520.52,3.83,1110.67,2.1,2.96
525.x264_r,1724830581985,2414505412,5228868675969,170571540082,4700887919,6124,1949182,520.32,3.83,1113.79,2.1,2.96
525.x264_r,1733993049273,2435210218,5258912462702,171486902326,4712224090,6140,1956187,519.86,3.83,1117.27,2.1,2.96
525.x264_r,1743146651686,2455328558,5287915450240,172508997794,4729326552,6151,1963521,519.58,3.83,1118.34,2.1,2.97
525.x264_r,1752304055240,2474419107,5316332994480,173591650928,4752459855,6160,1971725,519.34,3.83,1119.29,2.1,2.97
525.x264_r,1761471220761,2493697649,5345189467520,174603731779,4771753796,6169,1979026,519.2,3.83,1121.05,2.09,2.97
525.x264_r,1770638804779,2513666209,5374027311416,175625161528,4791159614,6179,1987201,518.92,3.83,1122.71,2.09,2.97
525.x264_r,1779787702094,2533825972,5402170375045,176703635534,4809710085,6192,2005064,518.48,3.83,1124.59,2.09,2.97
525.x264_r,1788958576855,2547823844,5429567298322,177606470191,4831608043,6198,2011160,518.5,3.83,1124.54,2.09,2.97
525.x264_r,1798128541660,2560496604,5457121857473,178459312824,4853290799,6209,2018126,518.62,3.83,1125.15,2.09,2.97
525.x264_r,1807305797997,2572715576,5484910621772,179277625765,4874763723,6221,2024783,518.83,3.83,1125.15,2.09,2.97
525.x264_r,1816481404446,2582744676,5512675675947,180150841667,4902256881,6230,2030186,519.1,3.83,1124.37,2.09,2.97
525.x264_r,1825649960548,2594868801,5540220706369,181044898091,4926904164,6246,2040721,519.24,3.83,1124.95,2.09,2.97
525.x264_r,1834819357108,2608147515,5567766808225,181927041095,4948397500,6258,2047494,519.4,3.83,1126,2.09,2.97
525.x264_r,1843992577849,2621552947,5595356234812,182825895411,4970580819,6267,2053737,519.4,3.83,1126.22,2.09,2.98
525.x264_r,1853165112670,2636746351,5622929623711,183688638766,4989567708,6278,2059654,519.47,3.83,1127.66,2.09,2.98
525.x264_r,1862338971347,2648513701,5651209930512,184470779691,5009641879,6292,2065944,519.63,3.83,1128.77,2.09,2.98
525.x264_r,1871506386378,2660732303,5679353132603,185291641006,5027772873,6297,2076471,519.71,3.83,1130.42,2.09,2.98
525.x264_r,1880680502392,2677479502,5707286291743,186079007974,5039517538,6305,2080321,519.6,3.83,1132.89,2.09,2.98
525.x264_r,1888336414855,2688227151,5729137798591,186756062654,5055175732,6318,2090177,519.6,3.83,1134.17,2.1,2.98
531.deepsjeng_r,8752082464,36835002,14413819949,3322659609,90613323,346,375454,208.98,4.34,154.41,2.76,1.4
531.deepsjeng_r,17841955356,54809433,30588646445,6510757840,202826924,352,388275,239.54,4.34,148.83,2.81,1.4
531.deepsjeng_r,26932726421,72264549,46827271280,9648348148,315126923,360,401373,249.14,4.32,147.1,2.84,1.4
531.deepsjeng_r,36041853630,89214275,63122153908,12759485070,428476617,365,413771,254.45,4.32,146.42,2.85,1.4
531.deepsjeng_r,45114450084,107338606,79196561257,15911587803,538618786,374,427568,255.98,4.31,146.45,2.86,1.41
531.deepsjeng_r,54230517994,124053604,95462317539,19024070035,651335824,383,440347,257.89,4.3,145.82,2.87,1.4
531.deepsjeng_r,63291454939,141865591,111340690007,22221598240,762219382,395,453187,260.58,4.31,145.36,2.87,1.4
531.deepsjeng_r,72399454952,159170775,127514863403,25368232381,875817889,410,465824,260.89,4.31,145.03,2.87,1.41
531.deepsjeng_r,81490343559,176269925,143534595761,28521620609,985066840,421,477273,261.61,4.3,145.2,2.88,1.4
531.deepsjeng_r,90598105019,193412139,159904035508,31608589001,1095511955,426,491174,262.36,4.3,145.47,2.87,1.41
531.deepsjeng_r,99681491731,210523472,176047849943,34738045545,1204613666,436,503981,263.5,4.29,145.79,2.87,1.4
531.deepsjeng_r,108747979673,239580737,191570280743,38073649913,1309751641,445,516684,263.18,4.29,145.84,2.87,1.4
531.deepsjeng_r,117770566312,259231587,207345108388,41331056847,1412056061,450,527221,261.95,4.29,146.52,2.87,1.4
531.deepsjeng_r,126800835119,278930450,223013722446,44570037661,1519263448,457,539408,260.9,4.28,146.4,2.88,1.4
531.deepsjeng_r,135828301520,298811830,238998493570,47747085285,1621952059,471,549705,260.28,4.28,147.05,2.88,1.4
531.deepsjeng_r,144862342007,318322392,255092957942,50881115970,1723426807,480,559662,259.37,4.27,147.54,2.88,1.4
531.deepsjeng_r,153883061490,338200892,270715922844,54105156834,1826284605,491,569371,259.18,4.27,147.5,2.89,1.4
531.deepsjeng_r,162951115983,357315546,286693249050,57283297273,1931515660,494,580282,258.68,4.27,147.76,2.89,1.4
531.deepsjeng_r,171984903263,376276552,302071764537,60579189774,2043114243,498,593280,258.29,4.27,147.14,2.89,1.4
531.deepsjeng_r,181003297749,396678879,317744854782,63795541381,2146626943,508,603389,257.38,4.27,147.69,2.9,1.4
531.deepsjeng_r,190024885050,416786693,333673918634,66976008728,2244934594,518,613230,257.33,4.26,148.4,2.9,1.4
531.deepsjeng_r,199125149367,434262481,350017411884,70065370319,2353598919,525,625488,257.22,4.26,148.22,2.9,1.4
531.deepsjeng_r,208169375254,453618802,365356934161,73299793772,2464889708,536,638414,257.11,4.26,147.7,2.9,1.41
531.deepsjeng_r,217235365156,482757170,380894269288,76598976413,2569510442,545,650935,257.29,4.26,147.86,2.9,1.41
531.deepsjeng_r,226291247746,501701032,397117527643,79742897184,2669715313,553,659524,258.27,4.27,148.5,2.9,1.41
531.deepsjeng_r,235350033015,519927529,413292867286,82872829708,2771114576,561,668365,259,4.27,148.82,2.9,1.4
531.deepsjeng_r,244394420294,538090201,429578760596,85975434970,2872718835,565,674823,259.79,4.27,149.26,2.9,1.4
531.deepsjeng_r,253398627990,558092646,445161921526,89220329394,2970953679,573,682920,260.05,4.27,149.46,2.9,1.4
531.deepsjeng_r,262423969390,588354503,461274529800,92445047591,3064196978,587,691592,261.28,4.28,150.37,2.89,1.4
531.deepsjeng_r,271439915663,608245230,478033957892,95531444913,3159183492,598,699990,262.38,4.28,151.17,2.89,1.4
531.deepsjeng_r,280440799655,628139803,494672922667,98606429631,3253738358,609,708310,263.25,4.29,151.71,2.89,1.4
531.deepsjeng_r,289448701680,648226935,510795509102,101796806364,3350409590,617,717865,264.04,4.29,152.25,2.89,1.4
531.deepsjeng_r,298431229515,668341350,527158538073,104930559483,3442480640,629,725018,265.01,4.3,152.91,2.89,1.4
531.deepsjeng_r,307455143001,688139169,543341881220,108068760308,3541671300,638,733109,265.09,4.3,152.99,2.89,1.4
531.deepsjeng_r,316508083656,717716847,559097024011,111392558303,3641344176,647,741772,265.58,4.3,153.02,2.89,1.39
531.deepsjeng_r,325586937604,735612966,575081593631,114584798440,3752856373,656,752540,265.81,4.3,152.67,2.89,1.4
531.deepsjeng_r,334657953775,753751653,590839505122,117792954558,3864633034,664,763821,266.1,4.3,152.34,2.89,1.4
531.deepsjeng_r,343726215512,772232692,606544307561,121006967382,3974850650,676,773022,266.45,4.3,152.04,2.89,1.4
531.deepsjeng_r,352782609688,791258840,621914544600,124293344456,4083305327,685,783559,266.76,4.3,151.87,2.89,1.4
531.deepsjeng_r,361815170511,820858666,637569687487,127597132685,4185636298,696,795746,266.87,4.3,151.96,2.89,1.39
531.deepsjeng_r,370868664537,839308023,653559592404,130759727724,4292967312,707,807396,266.79,4.31,151.74,2.89,1.39
531.deepsjeng_r,379934025917,857682554,669661938491,133903045727,4399943233,715,819579,266.87,4.31,151.64,2.89,1.4
531.deepsjeng_r,388957373432,876880064,684753107414,137240647389,4510854121,724,836116,266.83,4.31,151.37,2.89,1.39
531.deepsjeng_r,398066508252,894288008,701070755797,140343749095,4618440029,735,847280,267.41,4.31,151.39,2.88,1.4
531.deepsjeng_r,407096030229,912767888,716756991163,143553844742,4723634454,746,858678,267.51,4.31,151.29,2.88,1.39
531.deepsjeng_r,416150908283,935196462,732065714604,146824953333,4830110698,753,872991,267.17,4.31,151.23,2.88,1.39
531.deepsjeng_r,425202834170,960965066,747911284929,150071885955,4930301047,763,885774,266.56,4.3,151.4,2.88,1.39
531.deepsjeng_r,434251471294,979520557,763976731131,153203224516,5031817671,772,897850,265.9,4.3,151.55,2.88,1.39
531.deepsjeng_r,443305511486,998116261,780079168331,156342950319,5136077023,785,909103,265.33,4.3,151.42,2.89,1.39
531.deepsjeng_r,452361582694,1016373878,795654296266,159575085713,5241154015,794,923252,264.43,4.3,151.41,2.89,1.39
531.deepsjeng_r,461378290447,1035418792,811328884471,162783496721,5342627902,796,935288,264.12,4.29,151.6,2.89,1.39
531.deepsjeng_r,470416850007,1054439265,827388083844,165927604656,5442687543,800,947282,263.76,4.29,151.68,2.89,1.39
531.deepsjeng_r,479502880954,1082784615,843662902590,169147874546,5541611837,810,955965,264.34,4.3,152,2.89,1.39
531.deepsjeng_r,488601789994,1100034320,860726746810,172183950234,5644087972,814,962610,264,4.29,152.23,2.89,1.39
531.deepsjeng_r,497648051375,1118136118,877390694132,175258342729,5746005412,824,972350,262.97,4.29,152.54,2.89,1.39
531.deepsjeng_r,506677757946,1137098120,894059879178,178386354841,5843138966,839,987047,262.11,4.29,152.75,2.89,1.39
531.deepsjeng_r,515752684238,1155125794,910665361196,181482844982,5948174122,851,1001503,261.41,4.29,152.82,2.89,1.39
531.deepsjeng_r,524824470705,1173256142,927397432174,184572488709,6053071482,861,1016385,260.78,4.29,152.76,2.9,1.39
531.deepsjeng_r,533926804673,1190494822,943733148386,187711378902,6165018773,871,1031538,260.44,4.28,152.73,2.9,1.39
531.deepsjeng_r,543015219238,1208322824,959997749670,190836783927,6272074292,881,1042806,260.23,4.28,152.66,2.9,1.39
531.deepsjeng_r,552090454058,1225958006,976463295565,193933710245,6377943895,891,1053880,259.89,4.28,152.82,2.9,1.39
531.deepsjeng_r,561151541804,1245079873,992673001348,197075180440,6479290650,900,1061375,259.59,4.28,153.01,2.9,1.39
531.deepsjeng_r,570209850473,1263145615,1009438441555,200122972144,6579529034,906,1069201,259.27,4.28,153.05,2.9,1.39
531.deepsjeng_r,579250903689,1282273194,1025323349519,203277835776,6682842704,914,1077763,259,4.28,153.09,2.9,1.39
531.deepsjeng_r,588331750192,1300450554,1041342022504,206462672098,6787463333,924,1085275,259.03,4.28,153.13,2.91,1.39
531.deepsjeng_r,597438391066,1318114169,1058081969238,209515349355,6891052662,934,1093445,258.89,4.28,153.43,2.91,1.4
531.deepsjeng_r,606499683732,1346931570,1074791199112,212645327345,6986131481,946,1101991,259.19,4.28,153.66,2.91,1.4
531.deepsjeng_r,615499713602,1366926638,1091063766386,215803192488,7081296650,959,1110624,259.43,4.28,153.83,2.91,1.39
531.deepsjeng_r,624505004030,1387923975,1107202912530,218963659896,7180904923,970,1123772,259.61,4.28,153.86,2.91,1.39
531.deepsjeng_r,633534695202,1407948366,1123079995363,222180366188,7282260929,979,1135073,259.84,4.28,153.92,2.91,1.39
531.deepsjeng_r,642569397687,1427324115,1139300774685,225300583409,7386491733,990,1147315,260.1,4.28,153.96,2.91,1.39
531.deepsjeng_r,651596352392,1446563503,1155524814987,228468341897,7488130321,995,1156408,260.31,4.28,154.03,2.91,1.39
531.deepsjeng_r,660638914853,1465901093,1171767804288,231607129356,7588020585,1005,1168356,260.51,4.28,154.06,2.91,1.39
531.deepsjeng_r,669696258206,1485666403,1187821286661,234744838163,7691556443,1006,1181922,260.69,4.29,154.09,2.91,1.4
531.deepsjeng_r,678766505646,1515206274,1203691559975,237998279202,7793587569,1014,1193696,260.69,4.28,154,2.91,1.4
531.deepsjeng_r,687841135014,1533339795,1219638475147,241198313888,7903751321,1019,1206168,260.46,4.28,153.85,2.91,1.4
531.deepsjeng_r,696923586151,1551635204,1235608717172,244382773740,8013523578,1026,1218351,260.29,4.28,153.69,2.91,1.4
531.deepsjeng_r,706003383635,1569219725,1251496200090,247579496695,8125900343,1034,1230784,260.16,4.28,153.61,2.91,1.4
531.deepsjeng_r,715077264637,1588041508,1267464544621,250755842813,8232078411,1050,1241299,260.12,4.28,153.53,2.91,1.4
531.deepsjeng_r,724135296008,1606816871,1283153181033,254001537131,8337290084,1057,1250900,260.08,4.28,153.51,2.92,1.4
531.deepsjeng_r,733185698111,1625793297,1299110166816,257167357069,8442303877,1072,1261980,259.93,4.28,153.51,2.92,1.4
531.deepsjeng_r,742241836182,1645254469,1315102166722,260329379055,8545051823,1075,1272389,259.93,4.28,153.49,2.92,1.4
531.deepsjeng_r,751296880265,1674261891,1330633679747,263630920861,8649124938,1082,1285275,259.86,4.28,153.37,2.92,1.4
531.deepsjeng_r,760394687432,1691635116,1346663397644,266808008494,8759738381,1091,1295793,259.78,4.28,153.27,2.92,1.4
531.deepsjeng_r,769471163450,1709812473,1362392929108,270003841626,8867395868,1101,1306479,259.72,4.28,153.17,2.92,1.4
531.deepsjeng_r,778518975602,1739010656,1377795656656,273335844490,8972311348,1110,1318498,260.01,4.28,153.2,2.92,1.4
531.deepsjeng_r,787516114470,1759195369,1393384054513,276616020572,9071947533,1114,1325167,260.32,4.28,153.22,2.92,1.4
531.deepsjeng_r,796546398764,1778512132,1409363571065,279778884332,9175245504,1129,1331783,260.64,4.28,153.24,2.92,1.4
531.deepsjeng_r,805572372217,1797869473,1425317873257,282939069078,9277267807,1133,1338905,260.92,4.28,153.27,2.93,1.4
531.deepsjeng_r,814565970812,1818038586,1440999345621,286168554629,9378061036,1139,1346268,261.19,4.28,153.23,2.93,1.4
531.deepsjeng_r,823599183310,1837741271,1456807000885,289377163248,9483914511,1149,1353365,261.49,4.28,153.16,2.93,1.4
531.deepsjeng_r,832640149919,1857034184,1472636083041,292573948056,9591784939,1155,1360343,261.72,4.28,153.15,2.93,1.4
531.deepsjeng_r,841670753364,1876423784,1488567797920,295741268084,9695657169,1168,1368094,261.9,4.28,153.05,2.93,1.4
531.deepsjeng_r,850686513452,1895968827,1504180463796,298974167153,9804114543,1178,1376851,262.21,4.28,153.03,2.93,1.4
531.deepsjeng_r,859700970653,1915786582,1519769186917,302218519534,9907228659,1186,1383477,262.49,4.28,153,2.93,1.4
531.deepsjeng_r,868730254804,1935611736,1535609093330,305403543547,10012003658,1193,1389833,262.64,4.28,152.95,2.94,1.4
531.deepsjeng_r,877764839913,1955255379,1551385751140,308595233369,10118307951,1206,1398920,262.87,4.28,152.94,2.94,1.4
531.deepsjeng_r,886793347215,1974761356,1567316572459,311756959229,10222155703,1214,1406096,262.96,4.29,152.99,2.94,1.4
531.deepsjeng_r,895729592377,1998698032,1582642646002,314919930523,10316571350,1229,1578773,262.23,4.29,153.02,2.94,1.4
531.deepsjeng_r,904767868125,2031641786,1598057550941,318320370190,10418445798,1232,1771697,262.37,4.29,152.92,2.93,1.4
531.deepsjeng_r,913829382776,2049544987,1614156123232,321487954287,10530074711,1245,1784905,262.45,4.29,152.82,2.93,1.4
531.deepsjeng_r,922917694363,2066962525,1630379653213,324630140091,10643039546,1256,1797604,262.53,4.29,152.73,2.93,1.4
531.deepsjeng_r,931984312621,2083882337,1646719377834,327736123488,10756174388,1265,1809756,262.53,4.29,152.66,2.93,1.4
531.deepsjeng_r,941045989691,2102051764,1662806536081,330891244118,10865946566,1275,1823361,262.58,4.29,152.56,2.93,1.4
531.deepsjeng_r,950132803526,2119072050,1678759185826,334076740606,10977478689,1285,1836903,262.71,4.29,152.46,2.93,1.4
531.deepsjeng_r,959215130720,2136760325,1694923344559,337206095278,11090573724,1295,1850379,262.72,4.29,152.36,2.93,1.4
531.deepsjeng_r,968302645302,2153931237,1711139904756,340350485317,11203769905,1311,1862405,262.76,4.29,152.3,2.93,1.4
531.deepsjeng_r,977388101883,2170902855,1727178056709,343497173815,11312757020,1316,1874247,262.82,4.29,152.26,2.93,1.4
531.deepsjeng_r,986453185568,2187923206,1743595397730,346585239289,11423694687,1322,1888180,262.93,4.29,152.22,2.93,1.4
531.deepsjeng_r,995488742780,2205138142,1759648226792,349727045843,11532301406,1329,1901199,262.91,4.29,152.18,2.93,1.4
531.deepsjeng_r,1004508807712,2234466836,1775116694650,353083093990,11637207561,1342,1913830,262.76,4.29,152.2,2.93,1.4
531.deepsjeng_r,1013523177853,2253709435,1791193362969,356267637456,11740987686,1348,1924237,262.62,4.28,152.13,2.93,1.4
531.deepsjeng_r,1022533496148,2273440989,1806853958480,359512996693,11848391190,1356,1935875,262.52,4.28,152.17,2.93,1.4
531.deepsjeng_r,1031541143758,2293319011,1822864321031,362685164958,11950332483,1365,1946242,262.39,4.28,152.22,2.93,1.4
531.deepsjeng_r,1040558779548,2313194103,1838546585233,365923991912,12049452976,1374,1956007,262.32,4.28,152.18,2.93,1.4
531.deepsjeng_r,1049584436198,2333132963,1853850624772,369213598715,12151920483,1378,1966179,262.21,4.28,152.18,2.93,1.4
531.deepsjeng_r,1058619744034,2351933200,1869980467041,372368135374,12258035229,1385,1976452,262.12,4.28,152.03,2.93,1.4
531.deepsjeng_r,1067622013179,2371009488,1885150406677,375702452122,12368969712,1395,1991205,261.93,4.28,152.08,2.93,1.4
531.deepsjeng_r,1076641321470,2391700058,1900901530723,378910949950,12470167297,1406,2000787,261.88,4.28,152.14,2.93,1.4
531.deepsjeng_r,1085692522278,2411436103,1916902655987,382085329104,12568699599,1412,2011585,261.82,4.28,152.1,2.93,1.4
531.deepsjeng_r,1094752500604,2429047565,1933115705999,385195936458,12677519032,1419,2023753,261.77,4.28,151.97,2.93,1.4
531.deepsjeng_r,1103798694530,2448432800,1948446494505,388435848902,12788423033,1421,2036116,261.76,4.28,151.95,2.93,1.4
531.deepsjeng_r,1112851821112,2477652917,1964012636089,391729716047,12892949538,1433,2048315,261.91,4.28,152.05,2.93,1.4
531.deepsjeng_r,1121871388630,2496857469,1979919487619,394954584678,12990140452,1440,2056736,262.03,4.28,152.09,2.93,1.4
531.deepsjeng_r,1130903881679,2515117212,1996080781591,398087210497,13092235708,1450,2063923,262.18,4.28,152.16,2.93,1.4
531.deepsjeng_r,1139937958596,2533349696,2012330239316,401200306602,13193167012,1457,2070475,262.23,4.28,152.2,2.93,1.4
531.deepsjeng_r,1148939264059,2553294983,2027899858070,404452702330,13291882120,1469,2078953,262.48,4.28,152.38,2.93,1.4
531.deepsjeng_r,1157955197401,2583487581,2044091496200,407668784917,13384768869,1478,2087332,262.71,4.28,152.54,2.93,1.4
531.deepsjeng_r,1166954387983,2603449161,2060812348072,410766962510,13479560286,1489,2095528,262.96,4.29,152.68,2.93,1.4
531.deepsjeng_r,1175965996743,2623279769,2077451192173,413840453235,13574254132,1496,2103445,263.12,4.29,152.79,2.93,1.4
531.deepsjeng_r,1184948535156,2643342116,2093575602680,417034404373,13670878072,1504,2113157,263.38,4.29,152.95,2.93,1.4
531.deepsjeng_r,1193946171373,2663475216,2109920267759,420174955204,13763051916,1510,2120686,263.44,4.29,152.98,2.93,1.4
531.deepsjeng_r,1202979471251,2683303893,2126009378359,423331753346,13862281200,1520,2129014,263.56,4.29,153.01,2.93,1.4
531.deepsjeng_r,1212031014971,2712602675,2141772785446,426659700110,13962530897,1530,2137568,263.67,4.29,152.92,2.93,1.4
531.deepsjeng_r,1221077380459,2730538896,2157755221571,429854430913,14073721512,1539,2148389,263.72,4.29,152.82,2.93,1.4
531.deepsjeng_r,1230135492165,2748737018,2173472380279,433078822212,14185819619,1544,2160005,263.83,4.29,152.74,2.93,1.4
531.deepsjeng_r,1239198483788,2767154804,2189150006266,436301207486,14295872037,1550,2169651,263.96,4.29,152.66,2.93,1.4
531.deepsjeng_r,1248251049060,2785627265,2204864810836,439504443458,14406472650,1556,2179962,263.98,4.29,152.67,2.92,1.4
531.deepsjeng_r,1257296527029,2815207307,2220564641596,442802904960,14507827697,1567,2192435,264,4.29,152.61,2.92,1.4
531.deepsjeng_r,1266348566043,2833716507,2236405444889,445993260337,14616263386,1573,2205044,264.08,4.29,152.59,2.92,1.4
531.deepsjeng_r,1275378191206,2852098166,2252498245455,449139784205,14723146509,1575,2217148,264.03,4.29,152.48,2.92,1.4
531.deepsjeng_r,1284433441371,2871335073,2267540841220,452488171254,14833408733,1580,2235014,264.23,4.29,152.48,2.92,1.4
531.deepsjeng_r,1293487490076,2888644682,2283876943182,455590501530,14940735019,1584,2247548,264.31,4.29,152.45,2.92,1.4
531.deepsjeng_r,1302525487115,2907218614,2299471877710,458814694981,15045995909,1586,2258688,264.27,4.29,152.41,2.92,1.4
531.deepsjeng_r,1311567048606,2937106544,2314563447939,462170748687,15150826403,1593,2274187,264.08,4.29,152.46,2.92,1.4
531.deepsjeng_r,1320593277084,2955882137,2330428724513,465375969194,15251180416,1600,2286555,263.89,4.29,152.5,2.92,1.4
531.deepsjeng_r,1329631140258,2974457501,2346482952751,468512494543,15352919749,1607,2299249,263.73,4.29,152.47,2.92,1.4
531.deepsjeng_r,1338679277092,2993016412,2362577022803,471654699881,15457392167,1617,2309875,263.44,4.29,152.46,2.92,1.4
531.deepsjeng_r,1347702676507,3011321226,2378131986739,474891257577,15562369970,1626,2324305,263.33,4.29,152.49,2.92,1.4
531.deepsjeng_r,1356713852650,3030364276,2393805029212,478105890377,15663890340,1637,2335428,263.14,4.29,152.52,2.92,1.4
531.deepsjeng_r,1365765853979,3049511380,2409809948533,481263719122,15763252159,1648,2347081,263.35,4.29,152.62,2.92,1.4
531.deepsjeng_r,1374822734467,3077916172,2425966923414,484503221859,15860839163,1653,2355964,263.3,4.29,152.71,2.92,1.4
531.deepsjeng_r,1383875314983,3095170767,2443006055835,487547663775,15963460257,1656,2362784,263.01,4.29,152.79,2.92,1.4
531.deepsjeng_r,1392921827153,3113283239,2459650337413,490626804177,16065131226,1662,2372324,262.65,4.29,152.88,2.92,1.4
531.deepsjeng_r,1401957675399,3132223073,2476294419941,493757180031,16162118137,1669,2386976,262.39,4.29,152.92,2.92,1.4
531.deepsjeng_r,1411023539076,3150226282,2492870138281,496859175563,16267224380,1675,2400795,262.14,4.29,152.92,2.92,1.4
531.deepsjeng_r,1420097827594,3168337603,2509540141073,499962898227,16372068226,1686,2415383,261.95,4.28,152.89,2.92,1.4
531.deepsjeng_r,1429185592292,3185569906,2525826493868,503111040493,16483884183,1693,2430147,261.93,4.28,152.87,2.92,1.4
531.deepsjeng_r,1438257145391,3203404480,2542058434465,506241868071,16590704500,1702,2440619,261.76,4.28,152.93,2.92,1.4
531.deepsjeng_r,1447317792032,3221026223,2558467694058,509349365992,16696380335,1710,2452377,261.63,4.28,152.96,2.92,1.4
531.deepsjeng_r,1456358554486,3240102194,2574658119011,512495061034,16797659234,1723,2459953,261.5,4.28,153.01,2.92,1.4
531.deepsjeng_r,1465411724387,3258174204,2591389454334,515548831181,16897771948,1733,2467735,261.33,4.28,153.03,2.92,1.4
531.deepsjeng_r,1474467793007,3277314835,2607239356393,518710729206,17000883812,1746,2476172,261.34,4.28,153.03,2.92,1.4
531.deepsjeng_r,1483532091702,3295468324,2623207306250,521903739467,17105344611,1749,2484137,261.22,4.28,153.15,2.93,1.4
531.deepsjeng_r,1492602409691,3313154372,2639897411817,524963551014,17208078241,1754,2492442,261.34,4.28,153.23,2.93,1.4
531.deepsjeng_r,1501638710118,3341938641,2656584577176,528095147633,17302796347,1760,2501471,261.43,4.28,153.33,2.93,1.4
531.deepsjeng_r,1510622537391,3361852413,2672831105135,531259706277,17397964161,1769,2509173,261.5,4.28,153.34,2.93,1.4
531.deepsjeng_r,1519641811087,3382833092,2688937607754,534429506326,17497638361,1776,2522470,261.58,4.28,153.37,2.93,1.4
531.deepsjeng_r,1528644326082,3402843883,2704787280246,537653191671,17599073030,1784,2533610,261.67,4.28,153.38,2.93,1.4
531.deepsjeng_r,1537686124160,3422170512,2721007833621,540779018797,17703252012,1790,2546022,261.75,4.28,153.41,2.93,1.4
531.deepsjeng_r,1546699491977,3441468017,2737171749427,543955666559,17805001408,1799,2554640,261.83,4.28,153.45,2.93,1.4
531.deepsjeng_r,1555736407569,3460767820,2753418109186,547097586776,17904893940,1804,2563791,261.9,4.29,153.47,2.93,1.4
531.deepsjeng_r,1564775469744,3480601251,2769450147146,550242536242,18008412337,1812,2577327,261.96,4.29,153.46,2.93,1.4
531.deepsjeng_r,1573834264882,3510091103,2785323042038,553497955377,18110206584,1817,2588940,261.86,4.28,153.38,2.93,1.4
531.deepsjeng_r,1582909725785,3528277454,2801227511081,556706680095,18219732169,1826,2601418,261.77,4.28,153.33,2.93,1.4
531.deepsjeng_r,1591956964937,3546566335,2817159599164,559900026169,18329350763,1831,2613574,261.68,4.28,153.28,2.93,1.4
531.deepsjeng_r,1601007749580,3564485519,2832757018526,563166610603,18439957539,1840,2625873,261.64,4.28,153.26,2.93,1.4
531.deepsjeng_r,1610062567010,3583298808,2848702256247,566353940366,18546044874,1847,2636330,261.61,4.28,153.23,2.93,1.4
531.deepsjeng_r,1619115743879,3601700129,2864727257909,569524815065,18653416571,1857,2645593,261.56,4.28,153.24,2.93,1.4
531.deepsjeng_r,1628159411570,3620595826,2880679135153,572696906412,18758538232,1860,2655871,261.52,4.28,153.25,2.93,1.4
531.deepsjeng_r,1637213896871,3640094065,2896637266621,575867227391,18861249079,1871,2666311,261.51,4.28,153.2,2.93,1.4
